IP,Protocols
172.111.243.106,"IKEv1,IKEv2"
154.47.27.71,"IKEv1,IKEv2"
45.74.58.11,IKEv2
104.250.175.4,"IKEv1,IKEv2"
64.31.20.12,"IKEv1,IKEv2"
172.111.212.3,IKEv1
146.70.170.40,"IKEv1,IKEv2"
149.88.98.242,"IKEv1,IKEv2"
149.34.252.51,"IKEv1,IKEv2"
172.111.220.74,"IKEv1,IKEv2"
172.111.226.163,"IKEv1,IKEv2"
206.123.135.10,"IKEv1,IKEv2"
149.102.251.19,"IKEv1,IKEv2"
172.111.241.102,"IKEv1,IKEv2"
45.134.213.6,"IKEv1,IKEv2"
149.88.98.233,"IKEv1,IKEv2"
45.74.51.8,"IKEv1,IKEv2"
146.70.181.245,"IKEv1,IKEv2"
172.111.241.72,"IKEv1,IKEv2"
45.74.11.9,"IKEv1,IKEv2"
107.175.196.105,"IKEv1,IKEv2"
172.94.20.102,"IKEv1,IKEv2"
203.17.245.196,"IKEv1,IKEv2"
172.94.113.167,IKEv1
146.70.109.173,"IKEv1,IKEv2"
172.94.81.7,"IKEv1,IKEv2"
192.253.250.6,"IKEv1,IKEv2"
103.107.199.169,"IKEv1,IKEv2"
45.74.51.34,"IKEv1,IKEv2"
45.250.255.6,"IKEv1,IKEv2"
45.134.140.227,"IKEv1,IKEv2"
149.40.59.68,"IKEv1,IKEv2"
172.111.204.100,"IKEv1,IKEv2"
146.70.123.77,"IKEv1,IKEv2"
149.102.243.11,"IKEv1,IKEv2"
45.74.62.8,"IKEv1,IKEv2"
172.111.241.103,"IKEv1,IKEv2"
172.94.87.39,"IKEv1,IKEv2"
5.254.23.76,"IKEv1,IKEv2"
172.94.110.71,"IKEv1,IKEv2"
43.228.158.40,"IKEv1,IKEv2"
172.111.170.4,"IKEv1,IKEv2"
172.94.115.39,"IKEv1,IKEv2"
149.40.51.43,"IKEv1,IKEv2"
172.111.228.70,"IKEv1,IKEv2"
172.111.231.70,"IKEv1,IKEv2"
172.111.206.103,"IKEv1,IKEv2"
172.111.170.8,"IKEv1,IKEv2"
198.144.155.67,"IKEv1,IKEv2"
45.74.63.38,"IKEv1,IKEv2"
149.50.211.39,"IKEv1,IKEv2"
149.50.215.66,"IKEv1,IKEv2"
206.123.153.68,"IKEv1,IKEv2"
203.209.219.36,"IKEv1,IKEv2"
206.123.153.6,"IKEv1,IKEv2"
45.74.1.37,"IKEv1,IKEv2"
146.70.212.73,"IKEv1,IKEv2"
149.102.243.10,IKEv1
149.88.25.207,"IKEv1,IKEv2"
172.94.84.165,"IKEv1,IKEv2"
149.102.244.43,"IKEv1,IKEv2"
