ip,protocols
176.125.230.149,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
77.81.142.214,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
77.81.142.222,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
77.81.142.147,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
77.81.142.130,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
173.239.200.141,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.15.3,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.65.7,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.65.17,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
84.17.47.98,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
191.96.168.116,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
195.78.54.7,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
191.96.168.11,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
195.78.54.133,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
181.214.206.15,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
185.253.97.247,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
185.253.97.238,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP, OPENVPN_LEGACY, OPENVPN_TCP_LEGACY"
173.244.33.13,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
43.250.207.99,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
91.90.126.149,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
91.90.126.145,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
45.154.155.30,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
188.214.125.72,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
188.214.125.49,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.12.7,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
45.134.212.206,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
138.199.59.160,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
138.199.59.134,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.59.144,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.59.157,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
95.181.234.143,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
84.239.14.185,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
143.244.52.75,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
84.239.14.133,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
84.239.49.15,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
193.176.85.114,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
37.46.115.53,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.52.119,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.52.100,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.52.45,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.52.245,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.52.211,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.52.206,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.52.202,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.52.230,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
95.181.235.136,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
212.112.19.10,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
188.126.79.21,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
46.246.8.170,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
89.187.162.179,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
195.80.150.212,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
149.102.232.103,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
149.102.232.84,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
173.239.201.14,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
188.213.34.4,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
